时间,收盘价,DEA
2024-11-06 10:50:00,1381.0,-1
2024-11-06 10:55:00,1378.0,-1
2024-11-06 11:00:00,1375.0,-2
2024-11-06 11:05:00,1370.0,-2
2024-11-06 11:10:00,1373.0,-2
2024-11-06 11:15:00,1366.0,-2
2024-11-06 11:20:00,1372.0,-3
2024-11-06 11:25:00,1374.0,-3
2024-11-06 11:30:00,1378.0,-3
2024-11-06 13:35:00,1376.0,-3
2024-11-06 13:40:00,1379.0,-3
2024-11-06 13:45:00,1382.0,-2
2024-11-06 13:50:00,1384.0,-2
2024-11-06 13:55:00,1381.0,-2
2024-11-06 14:00:00,1390.0,-1
2024-11-06 14:05:00,1390.0,-1
2024-11-06 14:10:00,1389.0,0
2024-11-06 14:15:00,1390.0,0
2024-11-06 14:20:00,1386.0,1
2024-11-06 14:25:00,1382.0,1
2024-11-06 14:30:00,1383.0,1
2024-11-06 14:35:00,1379.0,1
2024-11-06 14:40:00,1380.0,1
2024-11-06 14:45:00,1371.0,1
2024-11-06 14:50:00,1382.0,1
2024-11-06 14:55:00,1382.0,0
2024-11-06 15:00:00,1383.0,0
2024-11-06 21:05:00,1379.0,0
2024-11-06 21:10:00,1390.0,0
2024-11-06 21:15:00,1389.0,1
2024-11-06 21:20:00,1388.0,1
2024-11-06 21:25:00,1383.0,1
2024-11-06 21:30:00,1377.0,1
2024-11-06 21:35:00,1377.0,1
2024-11-06 21:40:00,1379.0,0
2024-11-06 21:45:00,1381.0,0
2024-11-06 21:50:00,1374.0,0
2024-11-06 21:55:00,1377.0,0
2024-11-06 22:00:00,1379.0,0
2024-11-06 22:05:00,1376.0,0
2024-11-06 22:10:00,1376.0,-1
2024-11-06 22:15:00,1384.0,-1
2024-11-06 22:20:00,1384.0,-1
2024-11-06 22:25:00,1386.0,0
2024-11-06 22:30:00,1385.0,0
2024-11-06 22:35:00,1382.0,0
2024-11-06 22:40:00,1384.0,0
2024-11-06 22:45:00,1381.0,0
2024-11-06 22:50:00,1381.0,0
2024-11-06 22:55:00,1381.0,0
2024-11-06 23:00:00,1379.0,0
2024-11-07 09:05:00,1384.0,0
2024-11-07 09:10:00,1383.0,0
2024-11-07 09:15:00,1383.0,0
2024-11-07 09:20:00,1384.0,0
2024-11-07 09:25:00,1386.0,0
2024-11-07 09:30:00,1378.0,0
2024-11-07 09:35:00,1377.0,0
2024-11-07 09:40:00,1380.0,0
2024-11-07 09:45:00,1381.0,0
2024-11-07 09:50:00,1386.0,0
2024-11-07 09:55:00,1385.0,0
2024-11-07 10:00:00,1382.0,0
2024-11-07 10:05:00,1382.0,0
2024-11-07 10:10:00,1384.0,0
2024-11-07 10:15:00,1384.0,0
2024-11-07 10:35:00,1380.0,0
2024-11-07 10:40:00,1376.0,0
2024-11-07 10:45:00,1373.0,0
2024-11-07 10:50:00,1358.0,-1
2024-11-07 10:55:00,1368.0,-1
2024-11-07 11:00:00,1374.0,-1
2024-11-07 11:05:00,1379.0,-2
2024-11-07 11:10:00,1381.0,-2
2024-11-07 11:15:00,1384.0,-2
2024-11-07 11:20:00,1382.0,-1
2024-11-07 11:25:00,1381.0,-1
2024-11-07 11:30:00,1377.0,-1
2024-11-07 13:35:00,1380.0,-1
2024-11-07 13:40:00,1385.0,-1
2024-11-07 13:45:00,1388.0,0
2024-11-07 13:50:00,1390.0,0
2024-11-07 13:55:00,1389.0,0
2024-11-07 14:00:00,1389.0,1
2024-11-07 14:05:00,1379.0,1
2024-11-07 14:10:00,1376.0,1
2024-11-07 14:15:00,1379.0,1
2024-11-07 14:20:00,1381.0,1
2024-11-07 14:25:00,1380.0,1
2024-11-07 14:30:00,1378.0,1
2024-11-07 14:35:00,1380.0,0
2024-11-07 14:40:00,1382.0,0
2024-11-07 14:45:00,1382.0,0
2024-11-07 14:50:00,1381.0,0
2024-11-07 14:55:00,1378.0,0
2024-11-07 15:00:00,1385.0,0
2024-11-07 21:05:00,1388.0,0
2024-11-07 21:10:00,1382.0,0
2024-11-07 21:15:00,1382.0,0
2024-11-07 21:20:00,1385.0,0
2024-11-07 21:25:00,1384.0,1
2024-11-07 21:30:00,1385.0,1
2024-11-07 21:35:00,1385.0,1
2024-11-07 21:40:00,1382.0,1
2024-11-07 21:45:00,1383.0,1
2024-11-07 21:50:00,1379.0,1
2024-11-07 21:55:00,1380.0,1
2024-11-07 22:00:00,1377.0,0
2024-11-07 22:05:00,1377.0,0
2024-11-07 22:10:00,1378.0,0
2024-11-07 22:15:00,1378.0,0
2024-11-07 22:20:00,1375.0,0
2024-11-07 22:25:00,1373.0,-1
2024-11-07 22:30:00,1371.0,-1
2024-11-07 22:35:00,1367.0,-1
2024-11-07 22:40:00,1373.0,-2
2024-11-07 22:45:00,1377.0,-2
2024-11-07 22:50:00,1382.0,-2
2024-11-07 22:55:00,1384.0,-2
2024-11-07 23:00:00,1383.0,-1
2024-11-08 09:05:00,1392.0,-1
2024-11-08 09:10:00,1394.0,0
2024-11-08 09:15:00,1398.0,0
2024-11-08 09:20:00,1402.0,1
2024-11-08 09:25:00,1405.0,2
2024-11-08 09:30:00,1405.0,3
2024-11-08 09:35:00,1395.0,3
2024-11-08 09:40:00,1393.0,4
2024-11-08 09:45:00,1388.0,4
2024-11-08 09:50:00,1379.0,4
2024-11-08 09:55:00,1378.0,3
2024-11-08 10:00:00,1377.0,3
2024-11-08 10:05:00,1371.0,2
2024-11-08 10:10:00,1379.0,2
2024-11-08 10:15:00,1373.0,1
2024-11-08 10:35:00,1378.0,0
2024-11-08 10:40:00,1368.0,0
2024-11-08 10:45:00,1366.0,-1
2024-11-08 10:50:00,1370.0,-2
2024-11-08 10:55:00,1369.0,-2
2024-11-08 11:00:00,1370.0,-2
2024-11-08 11:05:00,1372.0,-3
2024-11-08 11:10:00,1367.0,-3
2024-11-08 11:15:00,1370.0,-3
2024-11-08 11:20:00,1359.0,-4
2024-11-08 11:25:00,1361.0,-4
2024-11-08 11:30:00,1363.0,-4
2024-11-08 13:35:00,1364.0,-5
2024-11-08 13:40:00,1357.0,-5
2024-11-08 13:45:00,1353.0,-5
2024-11-08 13:50:00,1350.0,-5
2024-11-08 13:55:00,1354.0,-6
2024-11-08 14:00:00,1351.0,-6
2024-11-08 14:05:00,1352.0,-6
2024-11-08 14:10:00,1356.0,-6
2024-11-08 14:15:00,1351.0,-7
2024-11-08 14:20:00,1352.0,-7
2024-11-08 14:25:00,1350.0,-7
2024-11-08 14:30:00,1354.0,-7
2024-11-08 14:35:00,1355.0,-6
2024-11-08 14:40:00,1353.0,-6
2024-11-08 14:45:00,1350.0,-6
2024-11-08 14:50:00,1355.0,-6
2024-11-08 14:55:00,1356.0,-6
2024-11-08 15:00:00,1353.0,-5
2024-11-08 21:05:00,1358.0,-5
2024-11-08 21:10:00,1360.0,-5
2024-11-08 21:15:00,1363.0,-4
2024-11-08 21:20:00,1365.0,-4
2024-11-08 21:25:00,1372.0,-3
2024-11-08 21:30:00,1376.0,-2
2024-11-08 21:35:00,1376.0,-1
2024-11-08 21:40:00,1375.0,0
2024-11-08 21:45:00,1370.0,0
2024-11-08 21:50:00,1371.0,1
2024-11-08 21:55:00,1368.0,1
2024-11-08 22:00:00,1362.0,1
2024-11-08 22:05:00,1365.0,1
2024-11-08 22:10:00,1358.0,1
2024-11-08 22:15:00,1361.0,1
2024-11-08 22:20:00,1357.0,1
2024-11-08 22:25:00,1357.0,1
2024-11-08 22:30:00,1358.0,0
2024-11-08 22:35:00,1360.0,0
2024-11-08 22:40:00,1357.0,0
2024-11-08 22:45:00,1342.0,-1
2024-11-08 22:50:00,1341.0,-1
2024-11-08 22:55:00,1346.0,-2
2024-11-08 23:00:00,1344.0,-2
2024-11-11 09:05:00,1352.0,-3
2024-11-11 09:10:00,1356.0,-3
2024-11-11 09:15:00,1357.0,-3
2024-11-11 09:20:00,1352.0,-3
2024-11-11 09:25:00,1355.0,-3
2024-11-11 09:30:00,1353.0,-3
2024-11-11 09:35:00,1352.0,-3
2024-11-11 09:40:00,1352.0,-3
2024-11-11 09:45:00,1348.0,-3
2024-11-11 09:50:00,1339.0,-3
2024-11-11 09:55:00,1340.0,-3
2024-11-11 10:00:00,1334.0,-3
2024-11-11 10:05:00,1344.0,-4
2024-11-11 10:10:00,1338.0,-4
2024-11-11 10:15:00,1342.0,-4
2024-11-11 10:35:00,1336.0,-4
2024-11-11 10:40:00,1339.0,-4
2024-11-11 10:45:00,1340.0,-5
2024-11-11 10:50:00,1340.0,-5
2024-11-11 10:55:00,1339.0,-5
2024-11-11 11:00:00,1343.0,-4
2024-11-11 11:05:00,1344.0,-4
2024-11-11 11:10:00,1341.0,-4
2024-11-11 11:15:00,1340.0,-4
2024-11-11 11:20:00,1339.0,-4
2024-11-11 11:25:00,1339.0,-4
2024-11-11 11:30:00,1340.0,-4
2024-11-11 13:35:00,1321.0,-4
2024-11-11 13:40:00,1313.0,-4
2024-11-11 13:45:00,1314.0,-5
2024-11-11 13:50:00,1311.0,-5
2024-11-11 13:55:00,1309.0,-6
2024-11-11 14:00:00,1307.0,-7
2024-11-11 14:05:00,1305.0,-8
2024-11-11 14:10:00,1310.0,-8
2024-11-11 14:15:00,1311.0,-9
2024-11-11 14:20:00,1315.0,-9
2024-11-11 14:25:00,1310.0,-9
2024-11-11 14:30:00,1318.0,-9
2024-11-11 14:35:00,1315.0,-9
2024-11-11 14:40:00,1321.0,-8
2024-11-11 14:45:00,1325.0,-8
2024-11-11 14:50:00,1327.0,-7
2024-11-11 14:55:00,1325.0,-7
2024-11-11 15:00:00,1326.0,-6
2024-11-11 21:05:00,1311.0,-5
2024-11-11 21:10:00,1306.0,-5
2024-11-11 21:15:00,1306.0,-5
2024-11-11 21:20:00,1301.0,-5
2024-11-11 21:25:00,1303.0,-6
2024-11-11 21:30:00,1304.0,-6
2024-11-11 21:35:00,1310.0,-6
2024-11-11 21:40:00,1307.0,-6
2024-11-11 21:45:00,1313.0,-6
2024-11-11 21:50:00,1306.0,-6
2024-11-11 21:55:00,1306.0,-5
2024-11-11 22:00:00,1308.0,-5
2024-11-11 22:05:00,1311.0,-5
2024-11-11 22:10:00,1307.0,-5
2024-11-11 22:15:00,1309.0,-5
2024-11-11 22:20:00,1303.0,-5
2024-11-11 22:25:00,1305.0,-4
2024-11-11 22:30:00,1303.0,-4
2024-11-11 22:35:00,1303.0,-4
2024-11-11 22:40:00,1308.0,-4
2024-11-11 22:45:00,1305.0,-4
2024-11-11 22:50:00,1306.0,-4
2024-11-11 22:55:00,1307.0,-4
2024-11-11 23:00:00,1305.0,-4
2024-11-12 09:05:00,1313.0,-3
2024-11-12 09:10:00,1312.0,-3
2024-11-12 09:15:00,1310.0,-3
2024-11-12 09:20:00,1309.0,-2
2024-11-12 09:25:00,1307.0,-2
2024-11-12 09:30:00,1306.0,-2
2024-11-12 09:35:00,1307.0,-2
2024-11-12 09:40:00,1308.0,-2
2024-11-12 09:45:00,1313.0,-1
2024-11-12 09:50:00,1310.0,-1
2024-11-12 09:55:00,1307.0,-1
2024-11-12 10:00:00,1307.0,-1
2024-11-12 10:05:00,1304.0,-1
2024-11-12 10:10:00,1293.0,-1
2024-11-12 10:15:00,1297.0,-1
2024-11-12 10:35:00,1300.0,-2
2024-11-12 10:40:00,1303.0,-2
2024-11-12 10:45:00,1297.0,-2
2024-11-12 10:50:00,1296.0,-2
2024-11-12 10:55:00,1296.0,-2
2024-11-12 11:00:00,1305.0,-3
2024-11-12 11:05:00,1308.0,-2
2024-11-12 11:10:00,1304.0,-2
2024-11-12 11:15:00,1306.0,-2
2024-11-12 11:20:00,1304.0,-2
2024-11-12 11:25:00,1308.0,-2
2024-11-12 11:30:00,1309.0,-1
2024-11-12 13:35:00,1302.0,-1
2024-11-12 13:40:00,1304.0,-1
2024-11-12 13:45:00,1304.0,-1
2024-11-12 13:50:00,1306.0,-1
2024-11-12 13:55:00,1306.0,-1
2024-11-12 14:00:00,1309.0,0
2024-11-12 14:05:00,1313.0,0
2024-11-12 14:10:00,1312.0,0
2024-11-12 14:15:00,1315.0,0
2024-11-12 14:20:00,1311.0,1
2024-11-12 14:25:00,1320.0,1
2024-11-12 14:30:00,1320.0,1
2024-11-12 14:35:00,1317.0,2
2024-11-12 14:40:00,1323.0,2
2024-11-12 14:45:00,1318.0,3
2024-11-12 14:50:00,1322.0,3
2024-11-12 14:55:00,1315.0,3
2024-11-12 15:00:00,1315.0,3
